Student_ID,Age,Study_Hours,Attendance,Assignments,Marks
706,21,7.4,64.6,6.0,83.7
707,23,6.6,98.8,9.0,99.8
708,24,2.4,98.4,4.0,87.8
709,21,5.3,74.3,3.0,60.5
710,20,8.0,62.6,5.0,94.0
711,19,3.7,66.7,5.0,43.1
712,24,3.8,99.7,7.0,83.5
713,22,1.0,82.5,3.0,41.4
714,22,2.6,74.3,9.0,50.5
715,20,8.9,71.5,7.0,
716,21,5.0,70.3,3.0,61.7
717,18,9.9,86.6,6.0,89.2
718,21,4.6,76.8,8.0,62.6
719,20,7.4,98.6,9.0,90.4
720,22,3.5,87.4,3.0,97.9
721,21,4.3,91.7,9.0,66.1
722,22,2.7,71.7,4.0,73.6
723,24,4.1,63.2,9.0,77.7
724,18,5.9,79.5,9.0,96.1
725,24,9.9,72.6,5.0,55.4
726,22,7.0,68.1,6.0,76.7
727,22,2.8,98.1,8.0,59.5
728,19,1.4,77.8,8.0,53.0
729,19,2.1,67.0,5.0,45.1
730,24,6.1,67.9,9.0,77.2
731,23,7.9,71.2,8.0,92.9
732,24,9.5,100.0,7.0,61.1
733,19,1.1,70.7,6.0,73.2
734,22,5.7,73.2,4.0,78.5
735,20,5.2,86.4,5.0,64.9
736,24,6.9,71.8,3.0,94.2
737,22,6.0,68.6,3.0,61.8
738,20,7.2,66.3,3.0,47.5
739,20,6.9,72.5,10.0,48.6
740,19,2.1,64.2,6.0,93.5
741,24,8.2,60.7,4.0,99.3
742,21,2.1,92.2,8.0,57.3
743,18,7.3,65.5,4.0,48.6
744,19,4.7,91.0,4.0,68.9
745,19,5.6,91.9,5.0,82.6
746,21,9.1,81.5,6.0,76.7
747,18,9.0,72.4,3.0,97.1
748,22,8.4,65.8,5.0,89.1
749,23,5.6,89.5,8.0,92.1
750,24,7.6,84.1,4.0,72.5
751,23,5.6,86.2,9.0,59.6
752,22,8.8,,3.0,82.1
753,19,4.6,97.1,10.0,66.3
754,18,9.7,62.7,6.0,57.3
755,19,9.4,74.7,7.0,49.1
756,20,7.7,76.1,10.0,71.7
757,19,3.5,60.1,4.0,75.7
758,19,2.2,79.9,4.0,74.1
759,22,8.7,90.1,4.0,47.0
760,22,2.5,92.9,4.0,74.2
761,22,8.7,95.2,3.0,50.1
762,23,5.4,79.5,6.0,79.8
763,20,4.7,85.2,10.0,65.8
764,22,9.1,63.2,,90.9
765,18,6.4,79.5,3.0,86.7
766,23,6.2,66.2,6.0,83.5
767,21,6.0,74.8,10.0,82.0
768,18,4.3,73.2,5.0,73.6
769,24,8.1,76.9,4.0,43.7
770,24,3.3,82.9,6.0,79.3
771,18,9.5,96.1,4.0,68.0
772,22,9.0,75.8,9.0,68.2
773,21,4.0,99.2,6.0,62.7
774,21,7.6,90.4,8.0,95.7
775,23,6.2,80.5,7.0,55.0
776,21,,85.8,4.0,59.0
777,24,9.9,64.1,4.0,97.8
778,20,1.2,93.8,4.0,88.6
779,22,3.3,83.3,8.0,40.8
780,21,5.7,99.4,3.0,
781,23,5.7,85.5,5.0,53.6
782,24,,93.4,,82.4
783,20,7.8,92.0,4.0,73.2
784,19,6.6,73.8,10.0,72.2
785,19,6.4,70.4,10.0,83.1
786,20,1.5,77.2,3.0,52.4
787,24,4.4,78.7,3.0,49.5
788,23,3.1,69.6,7.0,79.1
789,20,3.4,95.8,6.0,57.4
790,22,6.0,81.7,4.0,98.4
791,22,2.8,99.1,6.0,67.1
792,19,3.6,92.4,9.0,46.7
793,21,3.1,82.2,3.0,81.1
794,23,9.5,97.9,3.0,58.4
795,19,9.5,80.2,7.0,48.9
796,21,6.5,95.5,5.0,65.4
797,21,9.3,74.3,8.0,97.9
798,22,8.1,75.1,8.0,64.7
799,24,6.3,76.7,8.0,60.8
800,18,1.1,81.9,3.0,66.7
801,24,8.0,82.1,4.0,40.7
802,18,7.3,79.9,10.0,48.0
803,20,6.5,72.2,7.0,91.0
804,22,7.8,97.1,5.0,98.7
805,21,5.6,83.5,9.0,49.5
806,23,7.3,76.3,8.0,72.1
807,18,9.4,86.0,7.0,98.0
808,24,4.4,90.7,10.0,49.4
809,21,7.4,98.4,10.0,51.2
810,18,5.3,80.0,3.0,95.6
811,18,7.1,64.5,8.0,82.3
812,18,,77.6,5.0,49.1
813,23,1.4,79.2,9.0,63.6
814,22,6.8,95.9,6.0,43.4
815,23,3.0,75.8,10.0,66.0
816,19,7.0,98.1,10.0,86.7
817,21,5.2,79.4,9.0,73.2
818,22,8.0,99.0,10.0,78.8
819,22,2.1,60.3,5.0,59.6
820,22,6.6,96.0,9.0,49.7
821,24,3.5,97.2,4.0,40.8
822,22,8.7,98.4,8.0,89.3
823,23,9.4,60.5,8.0,78.2
824,22,10.0,66.9,6.0,53.8
825,20,8.2,86.2,9.0,65.1
826,21,7.8,61.0,6.0,88.1
827,22,2.9,62.5,9.0,72.3
828,21,4.0,68.8,8.0,58.0
829,20,5.2,80.5,4.0,56.0
830,20,,,10.0,53.1
831,21,9.2,61.4,9.0,89.4
832,18,2.7,66.8,6.0,74.9
833,19,9.3,80.0,3.0,82.5
834,24,7.3,83.8,10.0,91.6
835,18,6.5,65.9,8.0,99.2
836,18,2.8,76.0,5.0,55.0
837,23,1.5,96.2,5.0,50.9
838,24,6.1,100.0,10.0,67.7
839,24,6.9,99.5,4.0,42.1
840,18,2.9,95.3,3.0,87.5
841,22,6.0,75.8,6.0,93.0
842,23,8.7,87.5,9.0,81.2
843,23,8.5,76.7,8.0,56.1
844,20,9.3,85.9,5.0,47.4
845,24,4.3,72.4,5.0,62.9
846,18,3.9,,5.0,90.0
847,20,7.7,81.0,5.0,60.9
848,21,4.9,61.0,7.0,42.1
849,19,1.8,91.6,4.0,56.5
850,23,3.5,60.5,6.0,99.4
851,21,4.8,71.7,8.0,80.6
852,21,3.6,60.2,8.0,94.1
853,22,4.0,75.0,8.0,86.5
854,19,3.6,62.5,6.0,72.4
855,21,1.4,96.5,4.0,48.9
856,21,6.7,76.6,10.0,60.9
857,19,6.4,78.4,10.0,75.0
858,19,6.9,74.0,3.0,92.2
859,21,2.7,85.1,9.0,56.1
860,19,3.7,91.4,10.0,47.3
861,21,6.6,85.9,9.0,73.5
862,21,6.4,89.9,4.0,50.6
863,22,5.6,96.2,5.0,76.6
864,18,4.2,94.5,9.0,55.8
865,21,9.2,87.0,5.0,53.9
866,20,,68.6,4.0,64.0
867,23,5.1,85.5,4.0,75.6
868,24,7.1,80.2,6.0,72.7
869,18,5.9,88.7,6.0,54.7
870,18,4.1,93.3,7.0,93.5
871,18,4.9,89.7,8.0,46.6
872,22,8.2,93.9,7.0,42.4
873,21,3.5,62.6,8.0,76.2
874,22,2.3,61.3,5.0,47.4
875,21,3.8,70.3,7.0,70.3
876,22,8.6,96.0,7.0,97.1
877,22,1.8,92.9,3.0,81.9
878,23,9.9,87.3,4.0,77.0
879,20,5.9,88.0,6.0,74.5
880,22,9.9,89.1,7.0,50.8
881,23,9.5,97.7,6.0,66.0
882,19,5.1,93.3,8.0,60.6
883,20,2.8,84.9,7.0,97.2
884,22,,86.6,8.0,54.5
885,24,3.2,68.5,10.0,68.3
886,18,7.4,86.3,10.0,96.3
887,19,3.5,77.0,7.0,87.4
888,19,4.1,66.1,10.0,97.9
889,23,5.0,92.3,9.0,76.5
890,19,9.2,80.4,5.0,60.0
891,20,2.7,99.1,3.0,89.6
892,22,1.0,71.3,8.0,57.5
893,22,1.5,,4.0,49.9
894,24,9.1,77.9,4.0,82.4
895,18,6.8,,5.0,78.3
896,23,3.5,77.0,10.0,92.7
897,18,2.6,71.5,5.0,97.7
898,19,3.6,66.4,10.0,91.4
899,24,2.0,71.3,,43.6
900,18,9.5,69.3,4.0,79.9
901,20,8.1,89.4,8.0,87.1
902,22,5.2,61.2,4.0,98.9
903,19,8.8,84.7,3.0,62.5
904,24,3.2,90.4,7.0,50.2
905,18,7.5,79.2,10.0,91.2
906,23,8.7,97.3,3.0,59.0
907,20,4.2,88.3,9.0,75.9
908,20,7.8,89.9,9.0,63.4
909,18,3.7,67.9,,64.1
910,22,3.7,91.1,10.0,83.9
911,18,2.0,93.3,4.0,
912,19,5.0,74.5,7.0,81.6
913,18,7.6,68.5,4.0,40.9
914,20,9.5,75.4,3.0,59.5
915,24,6.4,89.6,3.0,59.1
916,18,8.8,76.7,10.0,84.9
917,22,8.4,89.5,8.0,58.9
918,24,2.6,64.5,8.0,78.0
919,23,5.4,92.2,3.0,81.3
920,21,2.1,70.1,7.0,79.5
921,18,7.1,70.0,10.0,76.2
922,22,9.5,83.6,9.0,64.8
923,24,2.2,62.8,8.0,62.4
924,22,7.6,61.1,8.0,73.9
925,23,6.7,70.4,6.0,
926,20,6.3,81.5,6.0,92.5
927,22,4.5,96.3,8.0,89.5
928,24,4.2,93.9,4.0,60.8
929,22,1.4,79.6,7.0,74.0
930,22,3.0,61.5,5.0,95.9
931,22,1.1,81.4,8.0,56.3
932,19,6.2,88.2,6.0,84.5
933,19,2.0,73.6,7.0,45.0
934,20,8.9,64.4,7.0,71.4
935,18,5.7,71.1,6.0,93.0
936,22,7.3,90.9,10.0,73.1
937,23,4.7,74.0,7.0,77.0
938,18,6.0,92.5,10.0,94.5
939,23,9.5,72.8,7.0,82.9
940,18,1.7,66.5,6.0,81.8
941,20,3.3,77.4,3.0,75.2
942,22,8.0,78.1,,78.0
943,22,1.9,60.6,4.0,88.2
944,21,1.7,64.7,10.0,98.8
945,23,4.3,67.4,5.0,87.7
946,18,1.8,64.5,4.0,82.5
947,18,6.3,73.7,3.0,48.1
948,19,3.0,98.6,9.0,89.0
949,21,9.1,80.4,3.0,84.2
950,24,8.1,85.1,7.0,86.2
951,24,7.3,74.3,4.0,53.9
952,19,6.6,72.9,10.0,94.2
953,19,8.8,60.9,10.0,45.8
954,19,3.0,80.0,3.0,55.2
955,23,8.9,79.3,4.0,79.8
956,23,8.1,66.3,3.0,80.4
957,20,7.7,90.6,5.0,58.8
958,20,6.1,79.7,3.0,82.1
959,19,3.2,73.6,4.0,63.3
960,21,4.8,65.9,7.0,40.0
961,18,8.1,82.1,4.0,49.8
962,23,1.3,90.1,6.0,93.0
963,21,8.0,71.3,4.0,53.4
964,22,3.2,68.8,5.0,46.8
965,23,2.3,80.9,8.0,80.9
966,23,2.0,66.2,5.0,66.4
967,20,1.2,86.7,5.0,87.8
968,18,5.7,84.2,3.0,91.7
969,18,3.0,63.5,5.0,90.8
970,24,9.9,61.5,4.0,58.8
971,24,6.2,84.8,10.0,70.3
972,24,2.2,71.8,8.0,79.0
973,24,7.2,63.5,10.0,59.3
974,22,9.1,90.4,9.0,42.5
975,22,7.7,72.6,7.0,69.7
976,23,1.7,78.4,9.0,40.8
977,19,9.1,69.5,5.0,97.0
978,20,8.1,85.1,10.0,87.8
979,20,2.4,72.1,4.0,51.5
980,24,1.5,98.7,3.0,57.3
981,23,6.0,88.1,3.0,99.0
982,21,2.4,65.5,7.0,62.4
983,19,8.5,76.7,7.0,87.0
984,23,4.2,75.4,4.0,66.8
985,19,9.2,81.4,7.0,91.8
986,19,6.1,93.7,10.0,82.2
987,19,2.6,83.3,10.0,41.4
988,23,2.3,62.5,7.0,57.7
989,24,6.2,86.2,3.0,73.5
990,20,7.9,60.3,4.0,95.6
991,20,8.0,91.2,8.0,46.1
992,24,3.5,86.7,7.0,76.1
993,19,2.8,,4.0,58.1
994,21,1.2,71.7,5.0,93.4
995,18,7.1,91.9,3.0,85.9
996,23,1.7,91.3,8.0,62.2
997,18,4.8,74.1,10.0,50.0
998,24,6.4,72.0,3.0,40.7
999,21,9.4,82.4,3.0,77.3
1000,23,3.8,60.3,10.0,64.4
1001,24,,63.3,6.0,58.9
1002,19,6.9,65.0,4.0,99.1
1003,20,6.6,67.4,10.0,68.0
1004,18,4.0,80.5,5.0,85.0
1005,22,9.4,99.7,7.0,50.6
1006,22,8.6,86.1,5.0,40.8
1007,21,3.0,62.5,4.0,65.1
1008,19,3.2,81.0,10.0,79.9
1009,18,5.6,79.9,3.0,70.4
1010,19,8.0,65.8,10.0,93.4
1011,18,1.4,96.8,6.0,66.0
1012,21,7.2,77.6,4.0,58.7
1013,21,6.8,99.8,8.0,95.0
1014,22,3.1,76.8,8.0,64.4
1015,19,7.1,84.3,4.0,56.2
1016,23,9.5,64.2,7.0,45.9
1017,22,1.4,78.2,5.0,87.6
1018,19,3.9,69.6,5.0,89.5
1019,22,4.9,93.4,7.0,42.0
1020,23,9.1,91.4,6.0,61.5
1021,20,9.7,93.0,3.0,85.0
1022,20,5.0,88.9,9.0,96.8
1023,20,7.8,93.3,9.0,62.7
1024,20,5.8,68.0,3.0,92.3
1025,24,5.8,78.1,8.0,63.6
1026,18,3.5,87.7,6.0,50.8
1027,24,3.0,85.5,7.0,40.2
1028,24,3.6,88.7,9.0,59.8
1029,24,6.0,69.0,4.0,62.7
1030,20,1.3,63.9,10.0,96.7
1031,23,9.2,96.7,5.0,52.4
1032,21,2.4,82.4,10.0,62.9
1033,21,3.0,66.2,4.0,41.5
1034,18,5.7,91.7,5.0,85.8
1035,20,7.4,96.6,4.0,94.9
1036,20,1.9,66.8,7.0,54.3
1037,20,3.9,92.7,7.0,65.7
1038,22,9.7,97.3,6.0,47.3
1039,19,3.4,97.5,4.0,67.4
1040,22,3.8,96.6,4.0,48.0
1041,19,8.5,81.9,6.0,71.4
1042,20,1.5,74.2,6.0,84.1
1043,20,5.2,60.3,10.0,73.2
1044,22,4.4,62.4,7.0,54.7
1045,22,3.8,77.2,10.0,61.2
1046,19,3.6,76.0,7.0,78.3
1047,21,1.8,67.4,10.0,75.4
1048,19,3.8,75.8,8.0,48.2
1049,22,1.4,67.0,4.0,90.7
1050,23,8.0,94.0,10.0,68.5
1051,22,4.6,71.9,10.0,49.7
1052,23,5.0,83.9,7.0,47.4
1053,18,9.0,80.1,9.0,97.9
1054,22,6.9,62.1,7.0,56.9
1055,18,1.1,97.7,4.0,94.5
1056,21,9.5,81.1,6.0,64.6
1057,19,3.1,73.0,4.0,63.2
1058,23,2.0,66.3,9.0,82.1
1059,19,7.9,73.5,3.0,40.6
1060,18,5.5,60.8,4.0,60.3
1061,23,4.9,74.5,3.0,58.2
1062,19,3.2,81.3,10.0,92.1
1063,22,5.9,94.9,4.0,71.7
1064,20,3.5,87.5,9.0,61.9
1065,18,9.1,64.5,3.0,56.0
1066,19,2.9,65.9,3.0,75.4
1067,18,9.0,77.1,9.0,49.1
1068,24,6.0,67.8,4.0,54.8
1069,18,8.5,61.1,8.0,57.6
1070,23,7.4,92.2,7.0,76.5
1071,24,7.3,60.8,5.0,62.4
1072,23,3.9,93.2,7.0,70.3
1073,20,3.1,65.8,3.0,79.0
1074,24,2.9,99.0,10.0,97.4
1075,22,8.7,84.2,4.0,85.9
1076,18,8.4,89.4,4.0,64.3
1077,19,5.0,64.4,10.0,84.9
1078,21,2.2,94.5,4.0,97.0
1079,18,4.4,93.6,4.0,70.0
1080,18,6.6,86.1,8.0,64.6
1081,20,5.1,80.1,5.0,44.7
1082,22,8.0,88.9,6.0,93.5
1083,21,10.0,60.2,3.0,54.8
1084,24,2.7,83.7,5.0,43.8
1085,24,5.1,93.9,7.0,72.2
1086,24,4.9,74.3,6.0,90.8
1087,23,3.7,64.3,6.0,64.4
1088,23,2.8,76.8,10.0,87.0
1089,19,1.6,89.1,4.0,90.2
1090,21,9.0,64.3,5.0,67.3
1091,24,4.8,68.2,10.0,75.5
1092,23,5.5,65.9,7.0,72.0
1093,19,9.3,91.9,,96.4
1094,22,8.0,62.5,4.0,83.5
1095,19,2.2,87.5,9.0,95.5
1096,23,6.1,74.7,9.0,53.2
1097,20,5.0,90.2,9.0,58.6
1098,20,8.2,98.6,8.0,44.3
1099,24,7.5,64.6,10.0,70.0
1100,20,7.2,72.6,3.0,92.4
1101,24,4.1,92.4,6.0,59.6
1102,24,8.2,70.6,7.0,47.7
1103,23,1.5,68.6,6.0,44.1
1104,20,2.4,93.0,5.0,66.9
1105,24,4.0,99.5,3.0,49.8
1106,21,1.7,82.3,4.0,60.8
1107,22,3.1,71.1,3.0,89.2
1108,19,8.5,75.9,4.0,63.0
1109,19,9.5,66.8,10.0,76.6
1110,23,3.7,90.5,9.0,70.1
1111,20,3.4,90.9,3.0,83.1
1112,20,3.5,95.0,4.0,49.4
1113,24,3.5,61.1,6.0,95.2
1114,18,1.3,82.5,9.0,78.6
1115,24,9.3,68.6,9.0,56.3
1116,22,2.9,73.6,9.0,47.4
1117,21,4.8,91.4,6.0,49.0
1118,19,1.1,67.7,6.0,87.0
1119,24,8.7,85.5,6.0,75.3
1120,18,7.6,86.2,9.0,62.8
1121,18,9.5,98.2,3.0,60.0
1122,24,8.0,91.0,4.0,91.3
1123,23,3.8,92.1,6.0,92.5
1124,19,3.2,81.3,3.0,74.9
1125,23,7.3,67.5,4.0,71.5
1126,21,4.3,77.0,9.0,89.0
1127,18,6.1,82.0,3.0,85.0
1128,18,1.1,87.1,9.0,64.0
1129,22,1.6,84.3,8.0,45.0
1130,21,5.8,75.8,6.0,86.1
1131,18,6.1,70.6,5.0,50.1
1132,21,7.8,66.7,3.0,41.0
1133,19,2.2,87.8,6.0,90.6
1134,20,5.6,85.8,7.0,74.7
1135,18,2.8,87.5,4.0,93.5
1136,22,1.8,74.9,8.0,69.1
1137,19,4.7,70.5,6.0,95.6
1138,24,2.5,90.4,7.0,61.2
1139,21,3.0,90.9,3.0,83.5
1140,24,3.9,78.2,3.0,58.1
1141,23,,84.5,7.0,40.1
1142,19,1.8,74.9,8.0,62.8
1143,24,1.8,88.1,,84.3
1144,18,2.7,93.4,4.0,49.0
1145,21,1.5,87.5,3.0,70.3
1146,20,6.6,80.5,7.0,52.7
1147,19,3.6,78.3,5.0,44.5
1148,18,3.5,85.7,5.0,77.0
1149,22,4.0,87.2,7.0,97.1
1150,23,7.0,82.3,4.0,58.6
1151,21,8.8,85.0,3.0,74.8
1152,19,7.8,63.9,5.0,97.2
1153,19,7.5,98.1,7.0,79.0
1154,20,5.4,91.6,9.0,80.4
1155,20,7.2,,7.0,50.7
1156,22,6.0,82.5,6.0,69.6
1157,23,2.9,61.9,7.0,62.0
1158,22,2.9,61.6,4.0,68.3
1159,18,3.7,70.0,5.0,88.0
1160,18,9.2,87.6,6.0,67.6
1161,22,5.9,94.1,5.0,43.8
1162,23,7.6,82.4,5.0,94.3
1163,22,4.1,81.3,4.0,72.7
1164,23,4.7,76.1,7.0,95.5
1165,23,2.1,66.5,4.0,74.3
1166,24,2.5,64.7,7.0,44.2
1167,21,8.4,90.4,6.0,73.2
1168,23,6.3,97.1,4.0,74.5
1169,20,4.0,78.3,4.0,52.9
1170,23,8.2,86.4,9.0,68.3
1171,23,3.2,96.6,8.0,67.6
1172,23,9.8,63.6,3.0,77.4
1173,24,4.1,90.8,4.0,55.6
1174,24,4.0,84.7,8.0,74.9
1175,18,3.8,83.9,10.0,54.5
1176,24,2.1,71.7,3.0,66.8
1177,20,2.0,87.4,9.0,47.4
1178,20,6.8,91.8,7.0,42.2
1179,24,8.9,64.5,10.0,59.2
1180,22,8.1,81.3,7.0,56.5
1181,21,2.3,64.1,7.0,64.4
1182,24,5.9,94.9,8.0,97.7
1183,23,2.0,80.3,8.0,71.3
1184,19,1.4,92.3,3.0,73.2
1185,21,6.9,74.7,7.0,96.5
1186,21,5.8,65.0,5.0,95.3
1187,20,1.7,61.7,10.0,93.0
1188,21,1.3,71.3,4.0,45.9
1189,24,9.9,69.8,8.0,78.1
1190,23,1.3,82.4,8.0,88.5
1191,23,5.0,60.9,8.0,90.1
1192,18,5.5,80.8,3.0,74.7
1193,23,2.1,75.7,7.0,41.0
1194,23,2.5,83.1,5.0,98.4
1195,20,4.2,88.1,4.0,68.3
1196,23,7.9,85.4,4.0,63.6
1197,18,5.6,99.4,7.0,63.7
1198,19,6.7,65.5,5.0,65.4
1199,24,9.9,77.2,3.0,54.5
1200,20,7.9,77.0,8.0,59.6
1201,19,4.9,76.7,8.0,99.1
1202,20,5.0,86.6,10.0,62.1
1203,22,6.6,79.6,10.0,71.6
1204,21,7.0,80.7,10.0,90.9
1205,22,5.5,77.3,9.0,71.6
1206,23,6.8,99.7,7.0,59.5
1207,19,1.2,97.1,4.0,71.4
1208,23,4.9,72.3,8.0,46.8
1209,21,3.5,64.5,9.0,47.8
1210,20,2.2,93.6,4.0,81.6
1211,21,1.9,99.9,4.0,95.0
1212,18,6.4,,7.0,83.5
1213,21,5.7,74.3,6.0,44.5
1214,18,3.3,,10.0,64.2
1215,21,5.2,88.4,9.0,40.2
1216,24,5.4,71.8,6.0,70.7
1217,18,2.8,83.2,6.0,51.6
1218,19,6.9,97.8,9.0,92.1
1219,23,8.0,92.5,5.0,46.3
1220,23,8.1,89.7,10.0,40.1
1221,22,6.4,89.5,7.0,67.1
1222,23,5.6,67.1,9.0,49.3
1223,20,1.5,93.0,4.0,84.3
1224,24,3.6,71.0,9.0,95.2
1225,21,1.8,97.2,8.0,42.5
1226,22,9.7,74.6,9.0,63.7
1227,20,2.2,94.3,5.0,99.8
1228,20,2.4,70.6,10.0,84.0
1229,18,9.0,80.6,10.0,97.2
1230,23,9.5,64.3,6.0,49.8
1231,19,7.9,86.4,3.0,53.3
1232,19,1.0,93.4,10.0,49.3
1233,22,1.0,88.7,10.0,58.1
1234,24,4.4,80.9,5.0,83.5
1235,19,2.3,61.8,5.0,49.9
1236,21,1.2,97.3,7.0,71.5
1237,19,5.2,88.2,8.0,56.2
1238,22,9.5,89.8,5.0,89.8
1239,19,3.9,91.8,9.0,40.4
1240,21,7.0,89.9,8.0,53.4
1241,18,6.9,77.6,7.0,76.3
1242,24,3.3,89.3,9.0,45.8
1243,22,6.9,85.0,10.0,68.0
1244,18,2.9,94.2,3.0,66.2
1245,18,,92.1,4.0,91.2
1246,18,7.3,61.7,4.0,77.5
1247,20,2.0,75.2,6.0,78.4
1248,24,10.0,61.4,10.0,97.1
1249,23,2.7,64.1,6.0,98.9
1250,24,6.3,84.1,3.0,79.2
1251,20,4.7,95.0,4.0,71.3
1252,23,2.1,64.8,6.0,76.5
1253,24,1.3,78.0,10.0,62.9
1254,18,6.6,96.4,8.0,99.2
1255,22,8.3,92.6,5.0,82.3
1256,23,8.6,80.8,7.0,57.5
1257,21,5.3,90.9,9.0,43.5
1258,21,8.0,80.9,6.0,42.7
1259,19,7.1,66.3,3.0,52.3
1260,23,7.5,,9.0,54.0
1261,22,5.4,67.5,4.0,64.9
1262,20,6.7,74.0,10.0,52.9
1263,18,8.2,97.2,3.0,77.9
1264,19,4.6,92.0,7.0,52.7
1265,21,8.3,77.3,7.0,51.3
1266,20,6.3,79.7,3.0,68.3
1267,20,2.5,70.6,6.0,93.3
1268,18,1.2,88.2,6.0,68.1
1269,23,4.3,92.1,4.0,64.8
1270,21,5.9,69.6,8.0,74.7
1271,22,8.6,61.7,4.0,55.4
1272,20,2.1,85.0,5.0,61.2
1273,18,8.2,82.5,8.0,52.8
1274,22,8.8,76.1,10.0,74.3
1275,23,2.4,85.8,9.0,81.8
1276,21,8.7,82.0,10.0,80.4
1277,23,9.9,70.0,5.0,55.3
1278,20,7.5,75.9,4.0,86.8
1279,22,8.1,77.1,8.0,55.4
1280,22,9.9,95.2,8.0,49.0
1281,22,6.4,98.4,5.0,61.0
1282,20,3.8,95.7,10.0,75.9
1283,20,8.5,88.8,,48.5
1284,23,6.5,83.4,6.0,78.9
1285,19,6.2,87.6,8.0,91.8
1286,23,3.3,97.6,9.0,57.6
1287,21,7.8,70.0,9.0,67.0
1288,18,1.7,81.4,8.0,53.7
1289,22,9.3,87.6,5.0,61.7
1290,19,3.9,87.2,8.0,41.3
1291,18,2.1,70.1,10.0,97.2
1292,19,,83.5,5.0,65.0
1293,24,1.4,91.8,3.0,87.3
1294,23,7.2,79.0,9.0,48.6
1295,20,9.1,91.7,8.0,88.7
1296,22,8.5,74.4,7.0,91.6
1297,23,2.1,97.6,4.0,82.9
1298,18,2.1,81.4,9.0,94.2
1299,24,8.3,83.8,3.0,50.0
1300,24,9.3,61.3,7.0,68.6
1301,24,5.1,66.8,9.0,77.2
1302,18,5.5,85.3,3.0,75.8
1303,18,3.9,76.8,6.0,91.7
1304,18,9.0,80.3,3.0,52.9
1305,18,6.8,62.5,3.0,50.5
1306,24,3.6,93.4,6.0,55.2
1307,24,3.7,91.4,8.0,93.5
1308,19,9.0,67.4,4.0,96.5
1309,23,1.1,85.4,10.0,74.2
1310,22,3.9,92.7,7.0,70.1
1311,20,6.0,85.6,9.0,76.3
1312,24,2.3,72.4,10.0,77.0
1313,20,1.8,86.2,5.0,50.2
1314,23,8.3,,4.0,81.2
1315,23,9.0,72.7,10.0,67.1
1316,20,8.4,69.6,9.0,71.0
1317,24,9.1,82.3,3.0,41.8
1318,20,6.0,64.3,10.0,85.9
1319,19,8.3,97.3,5.0,90.1
1320,21,4.5,73.3,6.0,77.2
1321,24,7.0,68.8,10.0,84.9
1322,24,9.9,79.9,4.0,71.4
1323,22,3.0,71.1,8.0,77.1
1324,18,4.5,81.4,7.0,63.7
1325,21,5.3,73.9,4.0,87.5
1326,23,2.2,65.3,4.0,
1327,24,1.7,70.6,8.0,80.8
1328,20,8.5,77.5,5.0,77.3
1329,21,9.8,61.2,6.0,82.1
1330,22,4.6,90.8,8.0,87.1
1331,23,1.8,84.9,9.0,70.8
1332,18,1.6,84.1,6.0,88.8
1333,18,9.0,81.8,8.0,69.8
1334,22,5.2,83.6,4.0,97.4
1335,22,3.9,97.4,6.0,85.2
1336,20,,60.3,5.0,50.3
1337,24,3.9,61.9,5.0,89.8
1338,18,5.4,67.7,7.0,73.1
1339,23,8.7,66.7,6.0,99.1
1340,21,6.3,67.2,7.0,83.1
1341,23,7.3,86.9,9.0,45.1
1342,19,4.3,78.4,8.0,63.7
1343,19,7.6,99.7,3.0,71.0
1344,22,7.0,69.1,9.0,90.3
1345,20,2.1,72.4,5.0,83.8
1346,19,6.2,99.4,4.0,62.2
1347,18,3.3,93.3,10.0,79.2
1348,23,8.2,78.8,5.0,74.6
1349,23,4.8,82.2,3.0,47.6
1350,22,10.0,93.7,4.0,54.1
1351,24,1.8,79.2,6.0,60.5
1352,24,8.0,68.2,10.0,51.7
1353,21,7.1,93.1,6.0,49.0
1354,22,7.9,81.5,9.0,43.5
1355,21,3.8,66.1,10.0,92.4
1356,24,5.4,80.2,5.0,57.3
1357,22,8.2,76.5,4.0,57.4
1358,22,3.1,95.1,8.0,52.4
1359,22,3.0,65.0,10.0,68.5
1360,24,6.0,95.0,4.0,70.9
1361,21,5.7,80.5,7.0,
1362,21,3.5,76.2,,76.5
1363,22,3.7,66.5,9.0,83.4
1364,19,3.5,88.0,6.0,62.4
1365,20,7.9,97.1,5.0,75.1
1366,24,6.9,75.0,4.0,70.1
1367,20,8.5,69.7,6.0,51.7
1368,20,9.8,82.2,5.0,83.8
1369,21,5.3,91.8,10.0,88.1
1370,21,1.6,60.2,6.0,78.9
1371,19,1.4,85.3,5.0,59.4
1372,20,3.7,83.9,6.0,95.6
1373,20,9.4,72.7,8.0,67.3
1374,22,5.7,78.1,7.0,56.0
1375,21,3.4,69.9,3.0,64.5
1376,20,4.6,91.6,6.0,81.5
1377,23,6.4,85.4,3.0,90.8
1378,19,6.9,81.3,6.0,61.4
1379,23,2.4,75.7,9.0,54.0
1380,23,9.8,71.7,4.0,77.6
1381,24,5.9,92.9,7.0,95.3
1382,24,2.2,78.1,9.0,51.0
1383,19,9.0,80.1,8.0,88.2
1384,23,1.7,80.8,7.0,68.6
1385,20,9.2,77.9,3.0,88.0
1386,21,10.0,70.2,4.0,70.3
1387,19,7.3,64.8,5.0,62.6
1388,22,7.9,63.9,9.0,81.8
1389,23,4.0,90.3,7.0,94.0
